pcap,window_start,src,flows_total,pkts_out,pkts_in,bytes_out,bytes_in,tcp_flows,udp_flows,unique_dst_ports,unique_dst_ips,mean_flow_duration,p95_flow_duration,mean_packets_per_flow,p95_packets_per_flow,syn_count,rst_count,entropy_dst_port,entropy_dst_ip,rst_per_syn,label
connect_scan.pcap,1769364423.0,192.168.1.135,1,13,11,2119,3771,1,0,1,1,0.5798759460449219,0.5798759460449219,24.0,24.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364426.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0017194747924805,1.004012441635132,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364429.0,185.26.182.118,1,1,1,54,60,1,0,1,1,0.0702199935913086,0.0702199935913086,2.0,2.0,0,1,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364429.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.000113344192505,1.0014378309249878,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364429.0,192.168.1.135,2,2,2,120,132,2,0,1,2,0.024764537811279297,0.025029540061950684,2.0,2.0,0,0,-0.0,1.0,0.0,0
connect_scan.pcap,1769364432.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0035138765970866,1.004575991630554,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364435.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0015157222747804,1.0034234523773193,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364435.0,192.168.1.135,4,4,4,240,264,4,0,1,4,0.03600573539733887,0.06331853866577147,2.0,2.0,0,0,-0.0,2.0,0.0,0
connect_scan.pcap,1769364438.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0004324754079184,1.0014610767364502,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364438.0,192.168.1.135,4,3,4,180,252,4,0,1,4,0.02094048261642456,0.029559552669525146,1.75,2.0,0,1,-0.0,2.0,1.0,0
connect_scan.pcap,1769364441.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0007088661193848,1.0017683267593385,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364441.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.028463125228881836,0.028463125228881836,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364444.0,149.154.167.41,1,1,2,66,132,1,0,1,1,0.1987440586090088,0.1987440586090088,3.0,3.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364444.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.000515874226888,1.0018212080001831,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364444.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.02474498748779297,0.02474498748779297,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364447.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0006814002990723,1.0024347066879273,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364450.0,192.168.1.130,10,20,20,1560,1200,10,0,8,1,1.002071785926819,1.0033751606941224,4.0,4.0,20,20,2.9219280948873623,-0.0,0.9523809523809523,1
connect_scan.pcap,1769364450.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.025012969970703125,0.025012969970703125,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364453.0,185.26.182.118,1,12,12,6288,3887,1,0,1,1,34.34023404121399,34.34023404121399,24.0,24.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364453.0,192.168.1.130,12,24,24,1872,1440,12,0,12,1,1.0007930397987366,1.0023954153060912,4.0,4.0,24,24,3.584962500721156,-0.0,0.96,1
connect_scan.pcap,1769364453.0,192.168.1.135,2,2,2,120,120,2,0,1,2,0.07985401153564453,0.1068683624267578,2.0,2.0,0,1,-0.0,1.0,1.0,0
connect_scan.pcap,1769364456.0,192.168.1.130,15,28,28,2184,1680,15,0,15,1,0.867148510615031,1.001599407196045,3.7333333333333334,4.0,28,28,3.906890595608518,-0.0,0.9655172413793104,1
connect_scan.pcap,1769364459.0,192.168.1.130,12,24,24,1872,1440,12,0,12,1,1.001785655816396,1.0044089198112487,4.0,4.0,24,24,3.584962500721156,-0.0,0.96,1
connect_scan.pcap,1769364462.0,192.168.1.130,13,23,23,1794,1380,13,0,10,1,0.7708738216987023,1.003809642791748,3.5384615384615383,4.0,23,23,3.238901256602631,-0.0,0.9583333333333334,1
connect_scan.pcap,1769364465.0,162.55.243.89,1,3,2,205,149,1,0,1,1,8.998004913330078,8.998004913330078,5.0,5.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364465.0,192.168.1.130,14,25,25,1950,1500,14,0,14,1,0.7865649632045201,1.0036767959594726,3.5714285714285716,4.0,25,25,3.8073549220576055,-0.0,0.9615384615384616,1
connect_scan.pcap,1769364465.0,192.168.1.135,1,4,0,848,0,0,1,1,1,3.019291877746582,3.019291877746582,4.0,4.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364468.0,192.168.1.130,12,24,24,1872,1440,12,0,12,1,1.0016276041666667,1.0038427472114564,4.0,4.0,24,24,3.584962500721156,-0.0,0.96,1
connect_scan.pcap,1769364471.0,108.157.229.76,1,26,16,12424,23110,1,0,1,1,0.4808619022369385,0.4808619022369385,42.0,42.0,2,2,-0.0,-0.0,0.6666666666666666,0
connect_scan.pcap,1769364471.0,157.240.205.1,1,10,25,717,6622,1,0,1,1,76.87437987327576,76.87437987327576,35.0,35.0,2,7,-0.0,-0.0,2.3333333333333335,0
connect_scan.pcap,1769364471.0,157.240.205.174,3,0,9,0,7362,1,2,3,1,1.073190689086914,2.015477991104126,3.0,3.9,3,0,1.584962500721156,-0.0,0.0,0
connect_scan.pcap,1769364471.0,17.57.146.135,1,9,10,787,7433,1,0,1,1,8.394834041595459,8.394834041595459,19.0,19.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364471.0,192.168.1.1,1,1,1,190,78,0,1,1,1,0.030545949935913086,0.030545949935913086,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364471.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0010143915812175,1.0027785301208496,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364471.0,192.168.1.63,11,159,103,65075,48396,6,5,3,9,11.540916746312922,32.9084575176239,23.818181818181817,76.0,13,4,0.8658566174572235,3.095795255000934,0.2857142857142857,0
connect_scan.pcap,1769364474.0,109.238.90.58,1,22,21,7562,5304,1,0,1,1,29.248515129089355,29.248515129089355,43.0,43.0,2,1,-0.0,-0.0,0.3333333333333333,0
connect_scan.pcap,1769364474.0,157.240.205.174,2,0,3,0,2562,1,1,2,1,0.00014102458953857422,0.000267946720123291,1.5,1.95,1,0,1.0,-0.0,0.0,0
connect_scan.pcap,1769364474.0,17.253.39.135,1,8,8,5178,2079,1,0,1,1,0.1562340259552002,0.1562340259552002,16.0,16.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364474.0,17.253.39.141,1,9,10,8099,2560,1,0,1,1,0.16042709350585938,0.16042709350585938,19.0,19.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364474.0,17.57.12.16,5,76,80,70931,16003,5,0,5,1,1.0738254070281983,1.1185322761535645,31.2,33.6,10,6,2.321928094887362,-0.0,0.5454545454545454,0
connect_scan.pcap,1769364474.0,17.57.12.243,1,7,9,2990,2214,1,0,1,1,0.700808048248291,0.700808048248291,16.0,16.0,2,2,-0.0,-0.0,0.6666666666666666,0
connect_scan.pcap,1769364474.0,172.253.130.95,1,9,7,8630,4047,0,1,1,1,0.2843949794769287,0.2843949794769287,16.0,16.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364474.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0024854024251302,1.0040664672851562,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364474.0,192.168.1.135,3,12,11,3178,1078,3,0,1,3,14.5468856493632,39.235014128684995,7.666666666666667,17.299999999999997,2,2,-0.0,1.584962500721156,0.6666666666666666,0
connect_scan.pcap,1769364474.0,192.168.1.63,12,144,161,44883,87872,8,4,1,8,14.152639031410217,29.261233389377594,25.416666666666668,35.349999999999994,17,11,-0.0,2.918295834054489,0.6111111111111112,0
connect_scan.pcap,1769364477.0,157.240.205.1,4,20,68,1434,58854,2,2,4,1,40.14446949958801,77.46884859800339,22.0,34.0,4,18,2.0,-0.0,3.6,0
connect_scan.pcap,1769364477.0,157.240.205.21,1,76,69,10644,7319,1,0,1,1,115.83324885368347,115.83324885368347,145.0,145.0,2,2,-0.0,-0.0,0.6666666666666666,0
connect_scan.pcap,1769364477.0,157.240.205.35,2,10,30,717,24781,1,1,2,1,40.20402944087982,73.68032191991806,20.0,32.6,2,9,1.0,-0.0,3.0,0
connect_scan.pcap,1769364477.0,157.240.205.63,19,507,533,241665,109797,19,0,19,1,7.565741438614695,22.293020772933932,54.73684210526316,106.89999999999993,38,0,4.247927513443585,-0.0,0.0,0
connect_scan.pcap,1769364477.0,17.57.146.54,1,6,4,7033,296,1,0,1,1,0.07993698120117188,0.07993698120117188,10.0,10.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364477.0,192.168.1.1,1,1,0,59,0,0,1,1,1,0.0,0.0,1.0,1.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364477.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.002683162689209,1.0037422895431518,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364477.0,192.168.1.63,11,776,512,170544,488995,5,6,2,6,50.12300218235362,116.20775294303894,117.0909090909091,393.5,10,8,0.4394969869215134,2.3685225277282065,0.7272727272727273,0
connect_scan.pcap,1769364480.0,151.101.3.6,1,87,88,19262,12235,0,1,1,1,103.4721109867096,103.4721109867096,175.0,175.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364480.0,157.240.205.1,10,50,169,3585,145881,5,5,10,1,39.99967575073242,77.5833842754364,21.9,34.0,10,45,3.321928094887362,-0.0,4.090909090909091,0
connect_scan.pcap,1769364480.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.00137464205424,1.0028697013854981,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364480.0,192.168.1.135,3,3,3,180,198,3,0,1,3,0.024713675181070965,0.024789190292358397,2.0,2.0,0,0,-0.0,1.584962500721156,0.0,0
connect_scan.pcap,1769364480.0,192.168.1.63,8,65,40,58549,23420,3,5,1,3,2.0486439168453217,3.0019232511520384,13.125,27.849999999999994,6,0,-0.0,1.2987949406953985,0.0,0
connect_scan.pcap,1769364483.0,151.101.3.6,1,10,13,7598,6304,0,1,1,1,0.25788402557373047,0.25788402557373047,23.0,23.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364483.0,192.168.1.1,2,4,0,344,0,0,2,2,1,4.091949462890625,4.092001175880432,2.0,2.0,0,0,1.0,-0.0,0.0,0
connect_scan.pcap,1769364483.0,192.168.1.130,15,30,30,2340,1800,15,0,14,1,1.0030511061350504,1.003706932067871,4.0,4.0,30,30,3.773557262275185,-0.0,0.967741935483871,1
connect_scan.pcap,1769364483.0,192.168.1.135,3,3,3,180,198,3,0,1,3,0.027942577997843426,0.029597830772399903,2.0,2.0,0,0,-0.0,1.584962500721156,0.0,0
connect_scan.pcap,1769364483.0,192.168.1.63,4,156,147,24479,123092,4,0,2,2,29.614857256412506,30.931265819072724,75.75,84.85,9,0,0.8112781244591328,0.8112781244591328,0.0,0
connect_scan.pcap,1769364486.0,157.240.205.1,8,40,135,2868,116454,4,4,8,1,39.99739399552345,77.63385390043258,21.875,34.0,8,36,3.0,-0.0,4.0,0
connect_scan.pcap,1769364486.0,157.240.205.63,1,152,129,22710,161157,1,0,1,1,105.87099480628967,105.87099480628967,281.0,281.0,2,2,-0.0,-0.0,0.6666666666666666,0
connect_scan.pcap,1769364486.0,192.168.1.130,14,28,28,2184,1680,14,0,14,1,1.000421098300389,1.0029620289802552,4.0,4.0,28,28,3.8073549220576055,-0.0,0.9655172413793104,1
connect_scan.pcap,1769364486.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.02759408950805664,0.02759408950805664,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364486.0,192.168.1.63,8,87,51,51374,18711,3,5,1,3,5.236875742673874,17.725340723991383,17.25,36.65,6,10,-0.0,1.061278124459133,1.4285714285714286,0
connect_scan.pcap,1769364489.0,173.194.221.113,2,29,33,20473,14069,0,2,2,1,0.18722140789031982,0.1883630633354187,31.0,31.0,0,0,1.0,-0.0,0.0,0
connect_scan.pcap,1769364489.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.001875384648641,1.0037829875946045,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364489.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.02479410171508789,0.02479410171508789,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364489.0,192.168.1.63,1,19,18,3550,6201,1,0,1,1,0.4917149543762207,0.4917149543762207,37.0,37.0,2,3,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364492.0,157.240.205.1,5,30,90,2151,61763,3,2,5,1,47.30284013748169,77.4154121875763,24.0,33.8,6,25,2.321928094887362,-0.0,3.5714285714285716,0
connect_scan.pcap,1769364492.0,192.168.1.130,15,30,30,2340,1800,15,0,10,1,1.002458381652832,1.0042688369750976,4.0,4.0,30,30,3.2402239289418517,-0.0,0.967741935483871,1
connect_scan.pcap,1769364492.0,192.168.1.63,5,92,63,44836,73361,2,3,1,3,8.478822946548462,22.922748661041258,31.0,76.19999999999999,4,0,-0.0,1.5219280948873621,0.0,0
connect_scan.pcap,1769364495.0,120.53.236.25,1,1,2,102,204,1,0,1,1,0.4200739860534668,0.4200739860534668,3.0,3.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364495.0,142.251.1.188,1,2,2,158,158,1,0,1,1,0.03631281852722168,0.03631281852722168,4.0,4.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364495.0,149.154.167.41,1,2,4,318,754,1,0,1,1,0.4490680694580078,0.4490680694580078,6.0,6.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364495.0,157.240.205.1,2,10,34,717,29427,1,1,2,1,40.27543485164642,73.94436916112899,22.0,32.8,2,9,1.0,-0.0,3.0,0
connect_scan.pcap,1769364495.0,157.240.205.61,1,0,2,0,148,1,0,1,1,1.0606608390808105,1.0606608390808105,2.0,2.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364495.0,192.168.1.1,1,1,1,131,83,0,1,1,1,0.3478081226348877,0.3478081226348877,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364495.0,192.168.1.130,8,16,16,1248,960,8,0,8,1,1.0028066635131836,1.0036140441894532,4.0,4.0,16,16,3.0,-0.0,0.9411764705882353,1
connect_scan.pcap,1769364495.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.024624109268188477,0.024624109268188477,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364495.0,192.168.1.63,2,29,18,15397,7051,1,1,1,1,1.362154483795166,2.187589931488037,23.5,35.65,2,3,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364498.0,192.168.1.130,14,28,28,2184,1680,14,0,14,1,1.000434398651123,1.0011424541473388,4.0,4.0,28,28,3.8073549220576055,-0.0,0.9655172413793104,1
connect_scan.pcap,1769364498.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.049050092697143555,0.049050092697143555,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364501.0,157.240.205.1,4,20,66,1434,44427,2,2,4,1,40.993001997470856,77.53490895032883,21.5,35.55,4,11,2.0,-0.0,2.2,0
connect_scan.pcap,1769364501.0,192.168.1.130,13,23,23,1794,1380,13,0,10,1,0.770040328686054,1.0022343158721925,3.5384615384615383,4.0,23,23,3.238901256602631,-0.0,0.9583333333333334,1
connect_scan.pcap,1769364501.0,192.168.1.63,1,10,0,11772,0,0,1,1,1,2.276409864425659,2.276409864425659,10.0,10.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364504.0,17.253.39.141,1,3,5,222,318,1,0,1,1,0.0439450740814209,0.0439450740814209,8.0,8.0,0,3,-0.0,-0.0,3.0,0
connect_scan.pcap,1769364504.0,192.168.1.130,14,28,28,2184,1680,14,0,9,1,1.0026968036379134,1.004603135585785,4.0,4.0,28,28,3.0930692077718893,-0.0,0.9655172413793104,1
connect_scan.pcap,1769364504.0,192.168.1.63,1,22,23,17231,10317,0,1,1,1,7.341447830200195,7.341447830200195,45.0,45.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364507.0,192.168.1.130,11,22,22,1716,1320,11,0,11,1,1.002132155678489,1.0030319690704346,4.0,4.0,22,22,3.4594316186372978,-0.0,0.9565217391304348,1
connect_scan.pcap,1769364510.0,157.240.205.63,1,0,9,0,11646,0,1,1,1,25.48028588294983,25.48028588294983,9.0,9.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364510.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0014675935109456,1.0032857179641723,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364510.0,192.168.1.63,5,42,33,15510,25432,4,1,1,3,5.189286994934082,20.441582536697382,15.0,39.39999999999999,2,7,-0.0,1.5219280948873621,2.3333333333333335,0
connect_scan.pcap,1769364513.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0021376609802246,1.0043172121047974,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364513.0,192.168.1.63,1,12,11,1469,1239,1,0,1,1,0.14516997337341309,0.14516997337341309,23.0,23.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364516.0,17.253.38.35,1,0,2,0,180,0,1,1,1,2.011013984680176,2.011013984680176,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364516.0,17.253.52.125,1,1,1,90,90,0,1,1,1,0.06782293319702148,0.06782293319702148,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364516.0,185.191.124.203,1,8,7,832,2850,1,0,1,1,30.25404405593872,30.25404405593872,15.0,15.0,2,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364516.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0004788557688395,1.0016421556472779,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364519.0,162.55.243.89,1,3,2,205,149,1,0,1,1,9.000301122665405,9.000301122665405,5.0,5.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364519.0,192.168.1.130,10,20,20,1560,1200,10,0,10,1,1.0003457546234131,1.0016371726989746,4.0,4.0,20,20,3.321928094887362,-0.0,0.9523809523809523,1
connect_scan.pcap,1769364519.0,192.168.1.135,6,150,133,20674,16599,2,4,4,6,47.89734689394633,91.58217805624008,47.166666666666664,173.75,0,0,1.9182958340544893,2.584962500721156,0.0,0
connect_scan.pcap,1769364522.0,157.240.205.1,2,10,30,717,15480,1,1,2,1,51.518654465675354,74.9538846373558,20.0,29.9,2,6,1.0,-0.0,2.0,0
connect_scan.pcap,1769364522.0,157.240.205.63,1,0,9,0,11646,0,1,1,1,25.478104829788208,25.478104829788208,9.0,9.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364522.0,192.168.1.130,13,23,23,1794,1380,13,0,10,1,0.771001045520489,1.0039233207702636,3.5384615384615383,4.0,23,23,3.238901256602631,-0.0,0.9583333333333334,1
connect_scan.pcap,1769364525.0,192.168.1.130,15,31,29,2370,1746,15,0,15,1,0.935963487625122,1.004143476486206,4.0,4.0,30,29,3.906890595608518,-0.0,0.9354838709677419,1
connect_scan.pcap,1769364525.0,192.168.1.135,3,3,3,180,198,3,0,1,3,0.0243683656056722,0.02446763515472412,2.0,2.0,0,0,-0.0,1.584962500721156,0.0,0
connect_scan.pcap,1769364528.0,192.168.1.130,13,23,23,1794,1380,13,0,10,1,0.7706990242004395,1.0041727542877197,3.5384615384615383,4.0,23,23,3.238901256602631,-0.0,0.9583333333333334,1
connect_scan.pcap,1769364528.0,192.168.1.135,3,3,3,180,198,3,0,1,3,0.027570009231567383,0.029486441612243654,2.0,2.0,0,0,-0.0,1.584962500721156,0.0,0
connect_scan.pcap,1769364531.0,192.168.1.130,14,28,28,2184,1680,14,0,14,1,1.0021444388798304,1.0036412596702575,4.0,4.0,28,28,3.8073549220576055,-0.0,0.9655172413793104,1
connect_scan.pcap,1769364531.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.02862691879272461,0.02862691879272461,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364534.0,185.26.182.118,1,3,2,186,120,1,0,1,1,19.986079931259155,19.986079931259155,5.0,5.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364534.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0016549746195476,1.0042939186096191,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364534.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.025040864944458008,0.025040864944458008,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364537.0,192.168.1.1,1,1,0,59,0,0,1,1,1,0.0,0.0,1.0,1.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364537.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0010414918263753,1.0031491279602052,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364540.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0028332551320394,1.0040560960769653,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364540.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.025022029876708984,0.025022029876708984,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364543.0,157.240.205.63,16,59,70,4839,16035,15,1,16,1,1.6505845040082932,6.472588360309601,8.0625,9.0,0,16,4.0,-0.0,16.0,0
connect_scan.pcap,1769364543.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0016504128774006,1.0035403966903687,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364543.0,192.168.1.135,1,1,1,60,66,1,0,1,1,0.04961895942687988,0.04961895942687988,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364546.0,157.240.205.63,1,5,4,393,289,1,0,1,1,0.0412449836730957,0.0412449836730957,9.0,9.0,0,1,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364546.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0016371885935464,1.0038676500320434,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364546.0,192.168.1.63,1,7,6,489,459,1,0,1,1,0.09112095832824707,0.09112095832824707,13.0,13.0,0,3,-0.0,-0.0,3.0,0
connect_scan.pcap,1769364549.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0002795219421388,1.001665210723877,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364549.0,192.168.1.63,1,9,0,11646,0,0,1,1,1,25.501657009124756,25.501657009124756,9.0,9.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364552.0,157.240.205.1,2,1,23,74,14881,1,1,2,1,31.04769206047058,36.04222037792206,12.0,14.7,2,0,1.0,-0.0,0.0,0
connect_scan.pcap,1769364552.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0009329160054525,1.0033679723739624,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364552.0,192.168.1.135,1,0,1,0,54,1,0,1,1,0.0,0.0,1.0,1.0,0,1,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364552.0,192.168.1.63,1,16,11,2400,5154,1,0,1,1,8.991441011428833,8.991441011428833,27.0,27.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364555.0,157.240.205.63,3,44,68,19249,25054,2,1,3,1,21.12429936726888,36.59176015853882,37.333333333333336,86.39999999999999,0,3,1.584962500721156,-0.0,3.0,0
connect_scan.pcap,1769364555.0,17.57.146.135,1,6,12,546,994,1,0,1,1,32.193915128707886,32.193915128707886,18.0,18.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364555.0,192.168.1.1,1,1,1,190,78,0,1,1,1,0.0289919376373291,0.0289919376373291,2.0,2.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364555.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.001004441579183,1.0026444435119628,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364555.0,192.168.1.63,1,31,29,3104,35396,1,0,1,1,38.028165102005005,38.028165102005005,60.0,60.0,0,1,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364558.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.000944979985555,1.0020458698272705,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364558.0,192.168.1.135,1,1,0,243,0,0,1,1,1,0.0,0.0,1.0,1.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364561.0,157.240.205.1,8,4,89,296,97170,4,4,8,1,17.764092981815338,32.92667542695999,11.625,13.649999999999999,8,4,3.0,-0.0,0.4444444444444444,0
connect_scan.pcap,1769364561.0,157.240.205.63,1,30,35,31212,5198,1,0,1,1,32.06461191177368,32.06461191177368,65.0,65.0,0,1,-0.0,-0.0,1.0,0
connect_scan.pcap,1769364561.0,192.168.1.107,1,2,1,141,85,1,0,1,1,0.24726414680480957,0.24726414680480957,3.0,3.0,0,0,-0.0,-0.0,0.0,0
connect_scan.pcap,1769364561.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0020599842071534,1.0042743682861328,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364561.0,192.168.1.63,6,42,0,47196,0,2,4,1,2,1.517360806465149,2.2784814834594727,7.0,10.0,0,2,-0.0,0.9182958340544896,2.0,0
connect_scan.pcap,1769364564.0,157.240.205.1,2,1,22,74,23979,1,1,2,1,15.410221457481384,26.632159864902494,11.5,12.85,2,1,1.0,-0.0,0.3333333333333333,0
connect_scan.pcap,1769364564.0,192.168.1.130,15,30,30,2340,1800,15,0,15,1,1.0019762992858887,1.0036142349243165,4.0,4.0,30,30,3.906890595608518,-0.0,0.967741935483871,1
connect_scan.pcap,1769364564.0,192.168.1.135,2,2,2,120,132,2,0,1,2,0.02470409870147705,0.024716651439666747,2.0,2.0,0,0,-0.0,1.0,0.0,0
